"URL","File Size","Outgoing links Count","Content Type"
"http://www.nydailynews.com/tags/newswires","107111","154","text/html;charset=utf-8"
"http://www.nydailynews.com/amp/life-style/runners-compete-sweden-famous-10k-mud-race-tjurruset-gallery-1.3532816","36706","18","text/html;charset=utf-8"
"http://www.nydailynews.com/new-york/new-york-focus-gallery-1.3533035","66086","20","text/html;charset=utf-8"
"http://www.nydailynews.com/news/memoriam-remembering-famous-figures-lost-gallery-1.2947761","66759","20","text/html;charset=utf-8"
"http://www.nydailynews.com/life-style/runners-compete-sweden-famous-10k-mud-race-tjurruset-gallery-1.3532816?pmSlide=1.3532815","68379","20","text/html;charset=utf-8"
"http://www.nydailynews.com/life-style/runners-compete-sweden-famous-10k-mud-race-tjurruset-gallery-1.3532816?pmSlide=1.3532814","67887","20","text/html;charset=utf-8"
"http://www.nydailynews.com/life-style/runners-compete-sweden-famous-10k-mud-race-tjurruset-gallery-1.3532816?pmSlide=1.3532793","68158","20","text/html;charset=utf-8"
"http://www.nydailynews.com/amp/newswires/news/business/uber-kalanick-names-2-new-directors-company-board-article-1.3532936","27097","18","text/html;charset=utf-8"
"http://www.nydailynews.com/life-style/eats/french-chef-michelin-stars-article-1.3511159","85986","105","text/html;charset=utf-8"
"http://www.nydailynews.com/tags/eats-beat","106893","155","text/html;charset=utf-8"
"http://www.nydailynews.com/life-style/1-3-people-naked-public-drunk-study-article-1.3509230","90164","105","text/html;charset=utf-8"
"http://www.nydailynews.com/life-style/eats/soup-less-ramen-real-article-1.3458351","94771","111","text/html;charset=utf-8"
"http://www.nydailynews.com/horoscopes/gemini","108274","131","text/html;charset=utf-8"
"http://www.nydailynews.com/life-style/chocolate-week-whiskey-revival-atlantic-city-highlights-article-1.3512166","99842","117","text/html;charset=utf-8"
"http://www.nydailynews.com/life-style/eats/boozy-gelato-flavors-negroni-calling-article-1.3381993","91660","109","text/html;charset=utf-8"
"http://www.nydailynews.com/tags/travel","106911","157","text/html;charset=utf-8"
"http://www.nydailynews.com/horoscopes/leo","108135","131","text/html;charset=utf-8"
"http://www.nydailynews.com/horoscopes/taurus","108319","131","text/html;charset=utf-8"
"http://www.nydailynews.com/life-style/day-trips-nyc-airy-resorts-cools-castles-fly-fishing-article-1.3493771","100634","125","text/html;charset=utf-8"
"http://www.nydailynews.com/life-style/amsterdam-tourist-tax-weed-cheap-travelers-article-1.3496101","86897","107","text/html;charset=utf-8"
"http://www.nydailynews.com/life-style/eats/pancakes-ball-shaped-stuffed-syrup-article-1.3498454","92476","109","text/html;charset=utf-8"
"http://www.nydailynews.com/life-style/health/death-cold-brew-coffee-kill-article-1.3511588","86303","109","text/html;charset=utf-8"
